src,tgt_translated,baseline_src,silver_src
You log into education website x,您 登录 教育 网站 X,"我login into website x lah, eduhub x mah.","You ah log into eduhub x website now, lah!"
Ehh what time can you open for me to take quad out? Doesn't need to be before flagraising,你 什么 时候 可以 开门 让 我 出门 骑 quad ？ 不 需要 在 旗帜 升起 前,"""Can open quad lah, no need wait before flag-raising time, mai? Ah, what time can borrow quad, got free time after 9 am lah?""","Ehh wat time lah you open for me take quad out ah, doesn't matter before flagraising, eh?"
No. I.ll meet you in the library,我 在 图书馆 见 你,"""Ah, no worry, ah, I meet you at librarai (library) lah.""","I'll meet lah you in library, okay, meet up in library lah."
Captain vijaykanth is doing comedy in captain tv..he is drunken :),维杰 坎特 上尉 在   captain   tv   中 做 喜剧 ， 他 喝醉 了,大马版： Kapten Vijaykanth在kapten TV做 comedy lah，dia tahar minum keras hor :D,"大哥 Vijaykanth leh do comedy lah, in Captain TV, leh kena drunken lar, hahahahaha"
Ya but it cant display internal subs so i gotta extract them,但是 它 不能 显示 内部 字幕 ， 所以 我 必须 提取 它们,"""Ah, no way la, internal subs no show, so must extract manually lah, extract internal subs, aka subtitles, from video, got to use tools or manual editing, like ""提取內部字幕"" lah, extract internal subtitles, got to do it manually, no easy leh.""","No worry lah, i gotta extract internal subs so cant display them, but i need to extract it from them subs so i can display subs internally, but it's internal subs i gotta extract so cant display subs internal, so gotta extract them subs internal lah, but cant display internal subs so gotta extract subs internal so i can display subs internal, but it's internal subs cant display so gotta extract them internal subs lah."
Sian tron blue then very confusing,深 天蓝 然后 很 困惑,"Sian tron blue (then) very confusing - becomes:  ""Bu nian lan pin (then) very keng""","Tron blue sia got me sian lah, very confusing leh."
Lol no. Just trying to make your day a little more interesting,让 你 的 日子 变得 更加 有趣,"""Haiz, just wanna make ur day more interesting lah, so here's a reward of more good deeds lah, juz for fun, hor!""","""Ah, lor, I'm just **trying** to spice up your life with a bit of **interesting** vibes lah!"""
"Msg 172: from <3752a4ca0fb31b06b860fa9bc47d8df487f52cf1f07d98dd> , to<7c450fcffda82c8687f52cf1f07d98dd> , ""2012.01.28 11:03:54",172 ： 来自 < 3752a4ca0fb31b06b860fa9bc47d8df487f52cf1f07d98dd > ， 到 < 7c450fcffda82c8687f52cf1f07d98dd > ， “ 2012.01 . 28   11 : 03 : 54 ”,"MSG 172：from 3752a4ca0fb31b06b860fa9bc47d8df487f52cf1f07d98dd lah, to 7c450fcffda82c8687f52cf1f07d98dd, ""28 Jan 2012 11:03:54""","Msg from <3752a4ca0fb31b06b860fa9bc47d8df487f52cf1f07d98dd> to<7c450fcffda82c8687f52cf1f07d98dd> on ""2012.01.28"" at 11:03:54, ID 172:"
"BTW, have yet to hear from your electrician or air con people.  Alsowe'd like to check with you about the attic space, whether it needsBCA approval and the estimated cost.  Thanks :-)",你 还 没有 收到 电工 或 空调 人士 的 回复 。 另外 ， 我们 也 想 询问 你 关于   attic   空间 是否 需要 BCA   批准 和 预估 成本 。 感谢   : - ),"By the way, belum tahu lah from ur electrician or aircon people leh.  Alsinowana check with u also, attic space ni need BCA approve or not, and estimated cost roughly bao ni?  Thanks lah :-))","Btw, havent hear from electrician or air con leh. Alsowe'd like ask you, got need BCA approve attic space or not, and estimated cost will be how much lah? Thanks :-)."
oo.. that's gd. kk  u informing the rest?,好 的 ！ 我 已经 将 翻译 结果 发送给 您 了 。 如果 您 需要 更 多 翻译 ， 请 随时 问 我 ！,"""Alright lah, tell lor, inform all leh, good reminder one, more good karma come to us la!""","Ya, gonna tell the rest lah, reward for doing good is nothin' but more good, so got to keep doing good, oo.. then we get more good, kk, it's gd."
Ya. So congrats for getting the internship at stand chart and do rmbto use part of your $ <#>  to treat me. Thanks in advance.,恭喜 你 获得 星展 银行 的 实习 机会 ， 记得 用 一部分 的 $ < # >   treat 我 。 感谢 预先 。,"""Congrats lah, get internship at Stand Chart leh! Don't forget lah, rmb use part of ur $<#> treat me jor, thank you ah!""","Ya. So congrats lah, got the internship at Standard Chartered leh! Now, rmb to treat me with some cash, okay? Thanks in advance lah!"
Hey when can go ur hse swim and play ping pong agn,你 什么 时候 可以 去 我家 游泳 和 打乒乓球 了 ？,"Hey, kiam bila boleh go ur rumah swimming dan play ping pong again lah.","Hey lah, when can go ur hse go swim and play ping pong agn leh"
"I thgt will b lk 30 bucks or somethin... K la, cya on fri...",我想會 是 三十 塊 或 什麼 … K 了 ， bye   on   fri ...,我想会给30块或somethin... 几乎了，byebye Fri la.,"I thgt will b lk $30 or somethin... K la, cya on Fri..."
"Hahaha yeah! They were like talking to each other non stop hahaha omgand when we left tgt they suddenly disappeared!!! Haha omg are yousrs:o shock!! I wonder how yankang will feel hehe! Ooo I hope yourdinner was filing! I'm super bloated from mine ): sorry super latereply, I was with Chester all the way! Just reached hostel, gonnabathe! I dun feel like turning on my com later, if you free laterwanna call?:P",哈哈 嗨 ！ 他们 像 在 聊天 一样 不停 嗨 嗨 嗨 ！ 嗨 嗨 嗨 当 我们 离开 时 他们 突然 消失 ！ ！ 哈哈 嗨 你 真的 很 惊讶 ！ ！ 我 想 知道 杨康会 觉得 哈哈 ！ 哦 ， 我 希望 你 的 晚餐 很 丰富 ！ 我 超级 胀 从 我 的 ） ： 对不起 超级 晚 了 ， 我 和 切斯特 一起 到 了 ！ 我刚 到 客舍 ， 准备 洗澡 ！ 我 不想 晚上 打开 我 的 电脑 ， 如果 你 晚上 空闲 想 打电话 ： P,"哈哈 Yeah lah! Dey tawk to each other non stop leh hahaha omg leh! When we leave together, they suddenly disappear lah hahaha omg r u shocked?? 😱 

I wonder how Kang Kang feel ahahahaha! Ooh hope ur dinner filli lah! Mine super bloated leh ): sorry super late reply leh, I with Chester whole way leh! Just reach hostel, gonnabath leh! Dun feel like turn on com later, if u free later wanna call?:P","Hahaha yeah! They were like talking to each other non stop hahaha omg and when we left tgt they suddenly disappeared!!! Haha omg are yousrs:o shock!! I wonder how yankang will feel hehe! Ooo I hope your dinner was filling! I'm super bloated from mine ): sorry super late reply, I was with Chester all the way! Just reached hostel, gonna bathe! I dun feel like turning on my com later, if you free later wanna call?:P"
Lmao yeah they're gonna think your a freak.,哈哈 yeah 他們 會 認為 你 瘋 了,"哈哈，yeah lah they'll think you're freaky lah, 奇怪人 lar.","Lmao lah, they'll think you're one weirdo ah."
Eek! Hahaha must say when you remember! I'm coming online now!,哎呀 ！ 哈哈 ， 记住 了 ！ 我 现在 上线 了 ！,"""Ah wei! Hahaha must say lor, when you remember lah! I online already ah!""","Oh no la, Eek! Hahaha, got to remember, must say ah, online already now!"
I also outside. If I at home I also wont ask ppl out for supper. Lateis how late?,我 也 出去 。 如果 我 在家 ， 我 也 不会 请人 吃晚饭 。 那么 晚是 多晚 ？,"我也outside lah. If I at home, I also no ask people out for supper lah. Lates how lates?","I also outside lar. If I at home, I also wont ask ppl out for supper, how late?"
Kannaaa... I want 2 luv u....,我 想 爱 你,想爱你 lah...,"Aiya, kannaaa... I really **want** 2 **luv** u...."
good morning honey. give u a morning kiss. I woke up and was thinking of you too,早上好 ， 亲爱 的 。 送 你 一个 早安 的 吻 。 我 也 醒来 想到 你 了 。,"""Morning ah, kisssss u la! Ah, woke up also think of u, liao, love u too lah!""","Ah good morning honey, give u a morning kiss lah, u know, I wake up also think of you too, thinking of giving u a peck on the cheek, my dear honey, love u so much, you sweet, got a lovely morning kiss for you, you no worry, I got you, my love."
Usually stanchart is visa...,通常 斯坦 چ ا ر 特是 visa,"Stanchart usually la visa mah, tioh.","Usually la, stanchart mah, but got visa debit card la, so can use overseas anytime lah."
Haiyo hope you get to go next time then! Hahaha omg i'm a pig I eat and sleep!,哎呀 ， 希望 你 下次 能 去 ！ 哈哈 ， 哼哼 ， 我 是 一个 猪 ， 我 吃 和 睡 ！,"""Ah jialat, hope you get to go next time la then! Hahaha omg I'm a babi, eat and sleep ah!""","Haiyo, hope you get to go next time then! Hahaha omg, I'm a pig lah, eat and sleep all day, I hope you can join me next time, you go leh, I'm so excited ah, a pig's life is so good, omg, I sleep and eat, hahaha, you know la, I'm just a pig, hope you get to join me then!"
Yeah just woke up. Going for ARP?,对不起 ， 我 只会 翻译 文本 ， 不会 回答 其他 问题 。,"""Ah, just wake up la, going for ARP ah? (Ài, jiù xiǎng qián zhǎo)""","Yeah la, just wake up ah, going for ARP la?"
Pig!! Bio made me happy but english is emo): hahaha,猪 ！ ！ 生物 让 我 高兴 ， 但 英语 是 emo ） ： 哈哈哈,"Babi!! Bio lah make me happy leh, but English la emo ): hahaha","Bio la make me happy lah, but english is emo la, pig!! hahaha, me so feel good hor!"
Sorry... Cant make it...,不能 完成,"""Sorry lah, no can make it lar.""","Sorry lah, cant make it out... No idea what's going on, it's all confused, sorry sorry..."
Yup... But i was quite shocked after the bleach... Haha. You going shopping ah? Ya i got the email...,哎呀 … 但是 洗衣 精后 我 真的 很 惊讶 哈哈 。 你 去 买 东西 吗 ？ 是 的 ， 我 收到 了 邮件 。,"Lah... Bleach one ah, shock ah! (Ri bèi liao) Haha... Eh, you go shopping hor? (Nǐ qù gōng chǎng ma) Ya, ah, got email one lah, already know hor! (Dìng yùn zhù le, zhī dào le)","Wow, i quite shocked after la the bleach... Haha. You going shopping ah? Yup, got email... Ya, going shopping la, you also going ah?"
ll cya at our class bbq den...,见到 你 在 我们 班 的 BBQparty,下星期见在我们班的BBQ party la...,Will see you lah at our class bbq den...
Sounds like a good plan I think... and what?,我 想 也 是 这样 ...   而且 ？,"""Thinkthink lah, good plan la, what what next leh?""","""Ah, nice one lah! But what's da next step and I think, I think I should consider this plan carefully, right?"""
"Hahaha I am leo! Btw if can, bring your hard copy down tmr eh. :D",哈哈 我 是 小 李 ！   btw   如果 可以 ， 明天 可以 把 硬 copy 带 下来 吗 ？ ： D,"哈哈哈！我是Leo lah！ By the way, if possible, bring down hard copy tomorrow leh，哈哈！","哈哈哈我是Leo! Btw, if can, bring your hard copy down tomorrow la eh :D"
Haha okay then I stay up until you call? Haha hmm not sure then! Ithought my dad's voice sounds like his also! Haha really ah I neverheard him speak eng:P,哈哈 我 就 等 你 叫 我 睡 吗 哈哈 嗯 不 知道 了 ！ 我 觉得 我 爸爸 的 聲音 和 他 也 是 一樣 哈哈 真的 啊 我 從 來 没有 聽 他 說 英文 ： P,"Ahaha okay leh then I stay up till u call la hahaha eh? Hmm not sure then ah! I think my Papa's voice sound like his also la hahaha! Really ah, never hear him speak Eng kee:P","Haha okay then I stay up until you call? Haha then! I thought my dad's voice sounds also like that really ah! Never heard him speak English before, haha eng:P, then I think my dad's voice sounds like his voice also, then I stay up until you call? Haha then! Ah, my dad's voice really sounds like that, then I stay up until you call then! Haha, my dad's voice sounds really like his, then I stay up until you call? Hmm, my dad's voice sounds like his voice also, then I stay up until you call?"
Eh ok.lol see u later.,哎呀 ， ok ， byebye,"Ok la, haha. byebye la, see u l8r.","Eh ok.lol, see u lah later."
Eh ok thx.lol.I actually just tot of getting 1 for casual normal shooting nia.lol.,你好 ！ 😊,"Ahah, got it lah! U think, ""Ah, okay thx la! Actually just want to get 1 shot normal lah, no need high tech nia.""","""Ok lah eh, I think I can get away with just a casual normal shooting one la, nia.lol., thx.lol.i got it, no worries, can just chill and shoot, no need to stress, ahaha."""
"Haha friend!!! I just came out:D I think it was alright, but I dunthink I will get super high!! (:",哈哈 朋友 ! ! ! 我刚 出来 : D 我 觉得 还 行 ， 但是 我 不 think 我会 超高 ！ ！ ( :,"哈哈 bro!!! just out:D think okay lah, but dunthink leh reach super high ah (:","Haha friend!!! ah jiak out la:D leh, think it was okay la, but dun think can get super high!! (:

(Note: ""jiak out la"" means ""came out"" in Singlish)"
Tis week ran so mch lols. Excited to reach my peak soon,這週 跑 了 很多 笑 。 快到 達 我 的 峰 頂 了 。,"Dis week run so many liao la. Cannot wait to reach my peak soon ah, tiau!","""Ah, tis week I ran mah socks off lols., super excited to reach mah peak soon leh."""
Pls record you raise me up by josh groben. Thanks.,You   Raise   Me   Up   -   Josh   Groban,"""You lift me up lah, Josh Groban leh, thanks ah!""","""Pls record lah, you make me feel so uplifted, like Josh Groben's song ""Raise Me Up"" by him, thanks!"""
Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,爱情 有 一个 法则 ： 使 你 所 爱 的 人 幸福 。 同样 ， 友谊 也 有 一个 法则 ： 直到 你 活着 ， 你 不让 你 的 朋友 感到 孤独 … … 。 晚安 。,爱有一个规律；make happy你爱的人。同样，友谊有一个规律；never make ur friend feel alone until you are alive....night night lah,"Same way, friendship got one law; Has one rule lah, make sure u never leave ur friend feel alone in the way, till you are alive.... Love. Love is like, in the same way, never make ur friend feel sad, gud night."
LOL okay. Might be trying to go back to the topic about us.,我们 回归 主题,"Wah lau, let's go back to topic leh. So, u know, ""The reward for doing good is nothing but more good"" in Singlish romanized Chinese is actually ""善的回报 shall be nothing but善"", but in a more casual Singlish way, it's like ""Do good, get good back la"" or simply ""Good deed, good reward lor"".","No worries lah, back to topic now. Reward for doing good is actually more like ""Do good, get more good lah"" or in a more translated code mixed sentence: ""善行回报善行"""
Meet u al outside pl6?,外面 见面 P6 ?,Meet you ah outside blks 6 la?,"Meet u al outside lah, at blk 6 ar?"
Hi im roy 25ch and ü esther ...,你好 ， 我 是 罗伊 ， 25 岁 ， 你 是 埃斯 더 ...,"Ni hao, lah, roy 25 chor ah, together with Esther...","Hi lah, Roy 25ch, got Esther here la..."
Ah!!! My bro is not responding. Hmm oh I shall ask ryan! You can talkto him right so not so weird!,哎呀 ！ 我 弟弟 不 回应 了 ？ 嗯 嗯 ， 我 可以 问瑞恩 ！ 你 可以 和 他 聊天 ， 不会 很 奇怪 ！,"Ah bro no respond leh, mai know why ah! Hmm, mai kena ask Ryan la, can talk to him leh, no so wei wei (weird) lar!","Ah!!! My bro lah is not responding leh, so I go ask Ryan la, he can talk to him right, no so weird!"
I didnt say lyk dat i am just sayin dat u also askd ur frnds if i cant.,我 没 说 你 说 过 我 只是 说 你 也 问 了 你 的 朋友 如果 我 不能 。,我没说咖啡啥样，只是说你也问了你友友你不可以吗。,"Actually, I just sayin' dat I didn't ask ur frnds if I can't, but u also askd urself lyk ""if I say dat I am just sayin', u also askd ur frnds if I didn't do it?"""
"Hi, I'm <name>, one of the old tenants... we have a slight issue, Ihave to come up on the bus tonight to pack and move my stuff and,because of the way it was set up, I believe you guys are using myroom, which is slightly problematic as I need a place to stay and pickand clean.. Sorry! I would really appreciate it if we could find asolution :)",你好 ， 我 是 < name > ， 是 一位 老 租客 ...   我们 有 一点 小 问题 ， 我 需要 今晚 坐 公交车 来 打包 和 搬 我 的 东西 ， 因为 设置 方式 ， 我 认为 你们 现在 在 使用 我 的 房间 ， 这 对 我 来说 是 一个 问题 ， 因为 我 需要 找个 地方 住 和 整理 东西 。 很 抱歉 ！ 我 真的 很 感谢 你们 如果 能 找到 解决方案 。,"Ni hao, ah'm <name>, one of the lama tenant leh... got slight issue here, lah, need come up on bus tonight to pack and move stuff, and, due to leh way it set up, think you guys using my room, which slightly problematic lah, cos need place to stay and pack clean... So sorry ah! Really appreciate if can find solution leh, ya?","Hi lah, I'm Ah Boon, one of the old tenants leh... we got a slight issue here, Ihave to take bus tonight to pack and move my stuff and, because of how it was set up, I think you guys are using myroom, which is quite problematic cause I need a place to stay and pickand clean la... Sorry ah! Can we find a solution leh?"
Pk tml u free  <#>  to do eg?,PK   時間 你 自由 < # > 做些 事,"""Play today you free <#>  to do example""",Free to pk eg? <#> u can do tomorrow tml.
Hope u have finishd at exam centre. Yasn aunty in ICU at durdens frm last nite. Cough. Brothr told. Next wk u can visit her.,希望 你 已经 完成 考试 。 雅斯 阿姨 昨晚 从 德伦 医院 的 ICU 病房 。 咳嗽 。 弟弟 告诉 。 下周 你 可以 去 看 她 。,"Harbāo, hope u finish already at exam centre la. Yāsu, auntie now in ICU at Durdens tui from last night, cough very bad lor. Brother tell me, next week u can visit her ah.","Hope u finishd exam soon lah, but got bad news, Yasn auntie in ICU durdens since last nite, got cough. Brothr told me, next wk u can visit her, okay, got time lah, wk."
Changi village eat till dam full den go ubin,新加坡 村 吃 到 胃口 满 了 然后 去 屋宾,changi village eat till dam full den go ubin village,"Changi village eat till stomach dam full leh then go ubin, lor."
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",我 已 經將 我 的 成績 寄給 SOPHAS ， 我 也 需要 為 一些 學校 完成 第二次 申請 。 我 認為 ， 如果 您 正在 考慮 申請 ， 還 需要 考慮 成本 。 聯 繫 約 克 · 奧古林德 ， 她 的 學校 是 我 的 之一 ， 價格 相 對 較 低 。,"""Ah mah scores leh send to Sophas lor, also need do sec app for few schols leh. If u think apply, research on cost also kan? Contact joke ogunrinde ah, her school one of leh cheaper, compared to other ones lah.""","I think apply lah, research cost also la, contact joke ogunrinde, her uni, one of me cheaper ones, she teach sophas, i send scores to sophas, then do secondary app for few schools, got."
I will bully u no more,我 再也 不 欺负 你 了,"Nah, from now on, **wǒ bù huì** (I will not) **péng bèi** (bully) **nǐ** (you) **le** (anymore)","From now on, I will stop harass u, no more bully u, become i nice person instead"
Muah! I'm going back to mi escuela,哈哈 ！ 我 回去 我 的 学校,"Ahaha, ""Muah"" la! Me go back to my school lah, ""Mie xue sheng"" la, but Singlish style: Muah! Me go back to mie eskewla la.","Ahah, Muah! I'm going back to **mi** own **escuela**, hor!"
Lect break.. Now very bored n tired. So how is ur stylist going to cut?,休息时间 ... 现在 很 无聊 和 疲劳 。 所以 ， 你 的 发型 设计师 将 如何 剪发 ？,"休息时间 lar... Now very boleh boleh leh (bored) n also leh (tired) lor. So stylist cut hair how, ah? 可是 hairstylist cut hair style how lar, ah?"," Lect break.. now very bored n tired leh, stylist cut hair maybe ""cut?"" ah, but now meh got energy, so cut style goiing to be messy one lor."
If nice then buy lor... But mambo watch so ex meh... Half price still need 58... Tmr u still got time 2 buy meh...,如果 好 的话 买 了 ... 但是 妈妈 在 看 ， 所以 不能 ... 半价 仍 需要 58 ... 明天 你 仍然 有 时间 买 ...,If nice then buy lor... 但Mambo watch mah so expensive lah meh... Half price still need $58... Tomorrow still got time lah buy mah...,"If nice then buy lor, but mambo watch so ex meh, half price still need $58... Tomorrow u still got time 2 buy meh, if not then no worry lah, but tmr u still can buy lor, but if u wait, then price need adjust lor, but still $58, so if u got money then buy lor, but if not then no need lah, but if u got time then buy meh, then u got nice watch lor..."
"oye slides to bohat bari bari thi, jo tune send ki ha un main to slides kam hain",哦 ， 你 滑动 的 文件 太大 了 ， 已经 发送 的 文件 我 还 没有 处理 完,"Eh slides down drop boh tai boh tai leh, which u send me la, slides leh down drop leh boh tai boh tai leh.","Oye, slides tuh send lau tuh banyak lah, but now slides tuh send lau kam hain."
"Im jus a electrician,rain.hey,can i koe ur phone number?",我 只是 一个 电工 ， 雨天 。 嗨 ， 可以 我 知道 你 的 手机号 吗 ？,"""Ah, I jus' a电工 lar, rain leh, can koe ur tel number ah?""","I'm jus an electrician, rain hey, can i koe ur phone number?"
Thanks for your help.,感谢您 的 帮助,"You're welcome lah, thank you lah back!","You're welcome lah, thanks for asking, I help you lah, so thanks very much, I appreciate your support, you're very kind for helping me out, thanks for your help."
I know how to do question four and five... Four i did a long way but five can copy fr notes pg 61... Tml then i show ü how to do qn 4... Nite zzzz,我 知道 如何 做 第四 和 第五 题 ...... 四号 我 做 了 很 远 的 路程 ， 但是 五号 可以 复制 笔记 第 61 页 ...... 明天 我会 告诉 你 如何 做 四号 ...... 晚安 zzzz,知lar qn 4 & 5 la... Qn 4 i go long time but qn 5 can copy fr notes page 61 leh... Tomorrow then i show ni how to do qn 4... Night zzz...,"Know how to do question four la, but five can copy notes fr pg 61... Did a long way lar, tml show ü how to do qn 4, nite zzzz..."
Lol no... not my type lor...,哈哈 ， 不是 我 的 类型 啦,哈哈不适合我 lah,"This one is a no-go lor, not my cup of teh lar lor!"
"U want to ask me anything? Cos I still in school now, going g to go off soon.",你 想 问 我 任何 事情 ？ 因为 我 现在 还 没有 你 在 学校 ， 很快 就要 离开 。,要问我啥吗？我还在学校里，马上就要放学啦。,"U want to ask me anything? Ah, I want ask u la, since I still in school now, going to go off soon, u have got any free time to chill soon?"
How are you feeling now,你 现在 感觉 如何,"I feel alrighor, no worries lah, just feel okay lah, no stress or anything.","I feel alrite lah, no worries."
How come guoyang go n tell her? Then u told her?,为何 国洋 不能 告诉 她 ？ 然后 你 告诉 她 ？,"Guoyang why go tell she la, then you also tell she ah?","How come guoyang go tell her lah? Then u tell her? U tell her how, but u know la, u already tell her, so no need to tell her again, but why u still ask how to tell her?"
<EMAIL> . Shamsu pls sms brothers number.,< EMAIL > 。 谢敏 ， 请 短信 兄弟 的 号码 。,"""Email ah, Shamsu leh sms bros num ah, dia number <EMAIL> lor.""","Shamsu SMS to bros number la, <EMAIL>. Pls kena sms them, no worry lah, Shamsu take care."
Good nite and sweet dreams to u,晚安 ， 甜梦,"""Good nite sweet dreams lah u""","Good nite la, sweet dreams to u, hope u sleep soundly and wake up to good morning, sweet dreams ah."
Hey ple...Going for ethos camp?,嗨 ， 请问 你 去 参加 道德 营 吗 ？,"""Hey lah, going for ethos camp hor?""",Hey ple...Going for **ethos** camp ah?
Ok but I send the assumption adding a paragraph for the part ofindirect route le... anything need me after  <#>  sms me,做好事 的 回报 只是 一件 更 多 的 好事     < # >   发送 的 假设 添加 了 一段 关于 间接 路线 的 部分 ... 我 需要 什么 ？ 请 通过 短信 通知 我,"""Okay lah, after take detour route la... anything need me after dat <#> just SMS me lah!""","Alright lah, take the indirect route leh, okay <#> SMS me la after this."
"Not many la? Not v. heavy? GPS, KPK, LCP, HS, ?",不多 啦 ？ 不 很沉 ？ GPS ， KPK ， LCP ， HS ， ？,"No many hor, no very heavy la. Got GPS, KPK, LCP, HS, also got **ACCA** la.","Not many la? Reward no v. heavy? GPS, KPK, LCP, HS, got to keep doing good, hor? Ah, no worry, LCP, HS, KPK all say do good, many times la, no heavy conscience, GPS guide us, right?"
Wat u doing? Having ur dinner?,你 在 做 什么 ？ 吃晚饭 吗 ？,Ni3 zhi4 shen2 qing2 shi4? Cheng4 shi4 zhao4 chī cān?,U r asking wat ahm doing? Already having dinner?
"Den u sign e limited one lor... U so lazy, as if will go everyday...so got discount anot..",你 签 了 有 限期 的 合同 了 呗 ... 你 这么 懒 ， 仿佛 每天 都 会 去 的 样子 ， 所以 有 折扣 吗 ？,咁你就sign一份limited edition的吧...你懒得咁，好像没想过每天都要去...所以有discount ah?,"Den u sign e limited one lor... U so lazy, as if u will go everyday...so got discount anot.., it's like e special offer only valid for one time, no need to worry will go every day, just sign e limited one anot.., got discount already."
"Where r u gals? Im on bus,almost there already...",你們 女士 在 哪裡 ？ 我 已經 坐 巴士 ， 快到 達 了 ...,"Ni hao, **Nèi gè shì zài nǎ lǐ**? **Wǒ zài chē lǐ, jiān le**...","Where u lah, me gals? Im on bus, almost there already, u know?"
"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",獨立 乘數 ， 計數 小數點 後 ， 除法 時 推小數位 如 你 所示,数数独立咯，乘数先算数数，分数后推小数点，像我show你一样de.,"""Okay lah, first multiply numbers individually, got? Then, for division, we count the decimal points carefully, remember, don't forget to push decimal places down la, like i show you, divide numbers and align decimal points, got it?"""
Haha yeah dun need:P haha shouldn't you practice until super well?,哈哈 是 的 不 需要 哈哈 不 应该 练习 到 超好 才 对,"哈哈 yeah lah dun need:P  hahaha 不需 practice until super well la, just speak until ""流利"" lah","Haha yeah dun need:P lar, shouldnt practice more until super good leh, yeah la, dun worry, just keep practicing everyday until you reach super level, haha."
I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  <#>,我 （ Career   Tel ） 已 将 您 添加 为 INDYAROCKS . COM 联系人 ， 以 发送 免费 短信 。 要 从 电话簿 中 删除 ， 请 发送 NO 到 < # >," Career Tel add u lah, contact in INDYAROCKS.COM tuh, free SMS send to u, wan remove from phonebook, sms NO to <#> ah, jie lah.","Career Tel ah, I (I) add u as a contact on indyarocks.com lar, to send free SMS, u just SMS NO to <#> to remove from phonebook, okay?"
Thkz... So how have u been doin? Havin exams now? Hope to meet up w u sometime... =5,你好 ， 我 好 ！ 现在 没有 考试 ， 谢谢 你 的 问候 ！ 希望 我们 能够 在 将来 见面 ！,Xie xie... Zhen zhen hao ma? Kai zhao ke shi ma? Xi wang chong chao ni you shi duo le... =),"Thkz... lately been busy studying for exams, no time lah, so how u been **doin?**? Hope to catch up w u soon =5"
"to woh koun sa mushkil ha, paper tujhe pehle hi pata ha",做事 很难 ， 结果 早就 确定,"Lah leh woh kai bu kai xia ngan, paper leh tui xia le before lor, ""paper tui xia le before la""","Wah, doing this thing sa kereh mushkil aiyoh, already woh paper pehle laoh pata la, koun tahu ha."
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,华 特斯 。 请 继续 ！ 您 也 Enjoy   your   weekend ！ Abiola ！,"No worries lah, I gotcha! You wanna confirm watts as in watts punya power, right? Okay, let's go with it.

Alrighty, so ""The reward for doing good is nothing but more good"" in Singlish code mixed sentence with romanized Chinese and Singlish is:

""善的回报 (shàn de huì bǎo) shall be nothing but善 (shàn), just like watts punya power, keep giving, got it?""

Have a great weekend, Abiola! Enjoy your time off, jie jie!","Here's the revised sentence with the requested words:

Pls go ahead, no need to worry about watts, just remember to do good, then shall receive more good, and that's the reward, okay abiola, have a great weekend!"
Hmm ur ht what time to what time? U eating botak Jones for dinner in orchard?,你 在 问 什么 时间 到 什么 时间 ？ 你 晚上 在 奥克兰 吃 Botak   Jones 的 晚餐 ？,"""你要几点到几点呢？你吃botak Jones的晚餐在Orchard咱?""","Hai, wat time to wat time lah? U r going to eat botak Jones at orchard for dinner at what time?"
"Yoyo, dunno why cannot contact you all, I'm coming back ard  <#> , on <#>  on the way back now!",YoYo ， 我 不 知道 为什么 不能 联系 你们 了 ， 我 回来 了 ， 回家路上 ！,哇喲，没理你啊，回头再联系，回程现在来着，预计回家 <#> ，到达 <#> 。,"Yoyo, dunno why cannot contact you all, I'm coming back ard, on my way back now!"
Dai what this da.. Can i send my resume to this id.,这 什么 都 不是 ， 可以 发送 简历 吗 ？,大咧啡啥呢… 可以发邮件送我简历到这ID lah.,"""Ah, dai what la this da.. I can send my resume to dis id. la, ok?"""
Okay chat with u later on msn. Haha.,好 吧 ， 下次 MSN 聊天 见 ！ 哈哈 ！,"Lah, sure thing ah! Chat wit u l8r on MSN leh!","Okay, later lah, on MSN leh, gonna chat with u la, okay?"
