original_l1,original_l2,sent_1,sent_2,chosen,lang
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,股民老陈对武汉晚报记者说：“I no confidence 对 3000 点 以上的行情，关于大扩容发新股，我 still a bit scared lah。”,"""我对股票市场在3000点以上的 confidence 变得比较低，觉得新股发行的扩张让我有点 jittery,"" 老股民陈先生对武汉晚报的记者说。",sent_2,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,股民老陈对武汉晚报记者说：“我对3000点之上的行情信心不足，对于大扩容发新股还是怕怕的。”,"“我对股市超过 3,000 点的信心比较低，觉得新股发行扩张让我很 jittery,” 老股民陈先生对武汉晚报的记者说。",sent_2,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,股民老陈对武汉晚报记者说：“I no confidence 对 3000 点 以上的行情，关于大扩容发新股，我 still a bit scared lah。”,股民老陈对武汉晚报记者说：“我对3000点之上的行情信心不足，对于大扩容发新股还是怕怕的。”,sent_1,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,股民 老 陈对武汉晚报记者说：“我对3000点之上的行情信心不足，对于大扩容发新股还是怕怕的。”,股民老陈对武汉晚报记者说：“我对3000点之上的行情信心不足，对于大扩容发新股还是怕怕的。”,sent_1,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,股民老陈对武汉晚报记者说：“I no confidence 对 3000 点 以上的行情，关于大扩容发新股，我 still a bit scared lah。”,"""I'm"" ah,股市 above 3,000 points,我 feel jittery about new share issue expansion,老股民陈先生 tell Wuhan Evening News journalists.",sent_1,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,"Kiasu stock investor 骑马 say, ""I no got confidence in market above 3000 points, still scared of big expansion and new listings lah.""","Stock market ah, Lao Chen say to Wuhan Evening News reporter, ""I no confident in leh, above 3000 points, still scare lor, worried about big expansion, new shares leh, still scared leh.""",sent_1,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,"Stock market ah, Lao Chen say to Wuhan Evening News reporter, ""I no confident in leh, above 3000 points, still scare lor, worried about big expansion, new shares leh, still scared leh.""",股民 老 陈对武汉晚报记者说：“我对3000点之上的行情信心不足，对于大扩容发新股还是怕怕的。”,sent_2,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,"Kiasu stock investor 骑马 say, ""I no got confidence in market above 3000 points, still scared of big expansion and new listings lah.""","Ah Beng leh, above 3,000 points, I no confident lor, feel kiasu new share issue expand, leh!",sent_1,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,"Kiasu stock investor 骑马 say, ""I no got confidence in market above 3000 points, still scared of big expansion and new listings lah.""","""I'm"" ah,股市 above 3,000 points,我 feel jittery about new share issue expansion,老股民陈先生 tell Wuhan Evening News journalists.",sent_1,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,"我在3,000点以上的股市不自信，新股发行扩大让我很紧张，老股民陈先生对武汉晚报记者说。",股民 老 陈对武汉晚报记者说：“我对3000点之上的行情信心不足，对于大扩容发新股还是怕怕的。”,sent_1,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,"""我 less confident in the stock market 超过 3,000 points, and feel jittery 关于 new share issue 的扩展,"" elder stock investor Mr Chen 告诉 journalists of Wuhan Evening News.","""I'm"" ah,股市 above 3,000 points,我 feel jittery about new share issue expansion,老股民陈先生 tell Wuhan Evening News journalists.",sent_1,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,股民 老 陈对武汉晚报记者说：“我对3000点之上的行情信心不足，对于大扩容发新股还是怕怕的。”,"Ah Beng leh, above 3,000 points, I no confident lor, feel kiasu new share issue expand, leh!",sent_1,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,"Stock ah, Lao Chen tell Wuhan late news reporter, ""Me no confidence leh, above 3000 points leh, and big expansion, new stock leh, still scared leh.""","""I'm"" ah,股市 above 3,000 points,我 feel jittery about new share issue expansion,老股民陈先生 tell Wuhan Evening News journalists.",sent_2,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,股民 老 陈对武汉晚报记者说：“我对3000点之上的行情信心不足，对于大扩容发新股还是怕怕的。”,"“我对股市超过 3,000 点的信心比较低，觉得新股发行扩张让我很 jittery,” 老股民陈先生对武汉晚报的记者说。",sent_2,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,"我在3,000点以上的股市不自信，新股发行扩大让我很紧张，老股民陈先生对武汉晚报记者说。","""I'm"" ah,股市 above 3,000 points,我 feel jittery about new share issue expansion,老股民陈先生 tell Wuhan Evening News journalists.",sent_1,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,"Ah Beng leh, above 3,000 points, I no confident lor, feel kiasu new share issue expand, leh!",股民老陈对武汉晚报记者说：“我对3000点之上的行情信心不足，对于大扩容发新股还是怕怕的。”,sent_2,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,股民老陈对武汉晚报记者说：“I no confidence 对 3000 点 以上的行情，关于大扩容发新股，我 still a bit scared lah。”,"“我对股市超过 3,000 点的信心比较低，觉得新股发行扩张让我很 jittery,” 老股民陈先生对武汉晚报的记者说。",sent_2,English-Chinese
"""I'm less confident in the stock market above 3,000 points, and feel jittery about the expansion of new share issue"", elder stock investor Mr Chen told journalists of Wuhan Evening News.",股民 老 陈对 武汉 晚报 记者 说 ： “ 我 对 3000 点 之上 的 行情 信心 不足 ， 对于 大 扩容 发 新股 还是 怕怕 的 。 ”,股民老陈对武汉晚报记者说：“我对3000点之上的行情信心不足，对于大扩容发新股还是怕怕的。”,"""I'm"" ah,股市 above 3,000 points,我 feel jittery about new share issue expansion,老股民陈先生 tell Wuhan Evening News journalists.",sent_1,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"""In contrast with 相对 的 concentration 在城市, Jining 的住宅 未来 预计 会 located 在城市四周, 而 传统 的 school 区域观念 会被打破。""","跟传统的 idea 说，未来 Jining 的 residences 会分布在城市各个地方，school districts 的概念 will 被 broken.""",sent_1,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"“ In the future, 济宁 的 居住区 将遍布城市的四周, 而 传统的 学区 概念 也 将 被 打破。”","""Ah, lor, future Jining's HDB gonna spread out all over da city, leh, and da traditional concept of school zones gonna be torn apart, ya know?""",sent_1,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"City leh, Jining future leh, residences scatter all around, traditional idea of school districts lor, will be broken ""in"" leh, ah!","跟传统的 idea 说，未来 Jining 的 residences 会分布在城市各个地方，school districts 的概念 will 被 broken.""",sent_2,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"Lah, compare with old days 的 city living area, future Jinjing living area go spread out around city, kpkb traditional school zone concept also break down, leh!",跟城市的住宅集中相比，未来济宁的住宅预计会遍布整个城市，传统的学区观念会被打破。,sent_2,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"City leh, Jining future leh, residences scatter all around, traditional idea of school districts lor, will be broken ""in"" leh, ah!","“Wah, compare to before, city living area very cluster leh. Next time, Ji'ning's living area gonna spread all over the city, and traditional school district concept also gonna be kaput leh.”",sent_2,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"""In contrast with 相对 的 concentration 在城市, Jining 的住宅 未来 预计 会 located 在城市四周, 而 传统 的 school 区域观念 会被打破。""","City lor, compare with cities leh, Jining's residence future leh, scattered everywhere, traditional school district idea break down, expected leh, not like before, concentration of residence leh, ""in"" city, contrast leh, ""are"" scattered everywhere, about school leh, traditional leh, relative leh, ""in"" city, and leh, expected leh, break down leh.",sent_1,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"""In contrast with 相对 的 concentration 在城市, Jining 的住宅 未来 预计 会 located 在城市四周, 而 传统 的 school 区域观念 会被打破。""","""Ah, lor, future Jining's HDB gonna spread out all over da city, leh, and da traditional concept of school zones gonna be torn apart, ya know?""",sent_1,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"Lah, compare with old days 的 city living area, future Jinjing living area go spread out around city, kpkb traditional school zone concept also break down, leh!","“Wah, compare to before, city living area very cluster leh. Next time, Ji'ning's living area gonna spread all over the city, and traditional school district concept also gonna be kaput leh.”",sent_1,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"Lah, compare with old days 的 city living area, future Jinjing living area go spread out around city, kpkb traditional school zone concept also break down, leh!","""Compared to以前的城市居住区那么集中，未来济宁的居住区会分布在城市的四周，传统的学区概念也会被打破.""",sent_2,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"""In contrast with 相对 的 concentration 在城市, Jining 的住宅 未来 预计 会 located 在城市四周, 而 传统 的 school 区域观念 会被打破。""","“ In the future, 济宁 的 居住区 将遍布城市的四周, 而 传统的 学区 概念 也 将 被 打破。”",sent_1,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"“ In the future, 济宁 的 居住区 会 遍布 城市 的 四周， 与 以往 的 城市 居住区 相对 集中 相比， 而 传统 的 学区 概念 也 将 被 打破。”","City leh, Jining future leh, residences scatter all around, traditional idea of school districts lor, will be broken ""in"" leh, ah!",sent_1,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"Lah, compare with old days 的 city living area, future Jinjing living area go spread out around city, kpkb traditional school zone concept also break down, leh!","City lor, compare with cities leh, Jining's residence future leh, scattered everywhere, traditional school district idea break down, expected leh, not like before, concentration of residence leh, ""in"" city, contrast leh, ""are"" scattered everywhere, about school leh, traditional leh, relative leh, ""in"" city, and leh, expected leh, break down leh.",sent_1,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"City leh, residences in cities leh, Jining future leh, everywhere got residences, school districts leh, old idea break leh!","""Ah, lor, future Jining's HDB gonna spread out all over da city, leh, and da traditional concept of school zones gonna be torn apart, ya know?""",sent_2,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"“ In the future, 济宁 的 居住区 会 遍布 城市 的 四周， 与 以往 的 城市 居住区 相对 集中 相比， 而 传统 的 学区 概念 也 将 被 打破。”",跟城市的住宅集中相比，未来济宁的住宅预计会遍布整个城市，传统的学区观念会被打破。,sent_2,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"""Compared to以前的城市居住区那么集中，未来济宁的居住区会分布在城市的四周，传统的学区概念也会被打破.""","“ In the future, 济宁 的 居住区 将遍布城市的四周, 而 传统的 学区 概念 也 将 被 打破。”",sent_1,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"跟传统的 idea 说，未来 Jining 的 residences 会分布在城市各个地方，school districts 的概念 will 被 broken.""","""Ah, lor, future Jining's HDB gonna spread out all over da city, leh, and da traditional concept of school zones gonna be torn apart, ya know?""",sent_1,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"City leh, Jining future leh, residences scatter all around, traditional idea of school districts lor, will be broken ""in"" leh, ah!","""Ah, lor, future Jining's HDB gonna spread out all over da city, leh, and da traditional concept of school zones gonna be torn apart, ya know?""",sent_2,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"“ In the future, 济宁 的 居住区 会 遍布 城市 的 四周， 与 以往 的 城市 居住区 相对 集中 相比， 而 传统 的 学区 概念 也 将 被 打破。”","""Ah, lor, future Jining's HDB gonna spread out all over da city, leh, and da traditional concept of school zones gonna be torn apart, ya know?""",sent_1,English-Chinese
"""In contrast with the relative concentration of residences in cities, the residences of Jining in the future are expected to be located all around the city and the traditional idea about school districts will be broken.""",“ 与 以往 的 城市 居住区 相对 集中 相比 ， 将来 济宁 的 居住区 会 遍布 城市 的 四周 ， 而 传统 的 学区 概念 也 将 被 打破 。 ”,"City leh, residences in cities leh, Jining future leh, everywhere got residences, school districts leh, old idea break leh!","“ In the future, 济宁 的 居住区 会 遍布 城市 的 四周， 与 以往 的 城市 居住区 相对 集中 相比， 而 传统 的 学区 概念 也 将 被 打破。”",sent_2,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,"""一个和平的国家是 promote inclusion 还是 exclusion 呢; 是一个每个人都有 equal opportunities 的国家吗?""她说。","La la, peaceful country lor, one promote inclusion or exclusion ah, whether everyone equal chance lor.",sent_1,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,"""一个和平的国家是促进包容还是排斥的？是一个每个人都有平等机会的地方吗？"" 她说。",She say: “一个和平的国家应该 promote 包容 or 纵容 排斥; 它是不是应该让 everyone 都享有 equal 的机会?”,sent_2,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,"She say, ""One peaceful country lah, should promote lah, or tolerate lah, discriminate leh? It should let everyone, including all, enjoy equal chance ah? """,她说：“一个和平的国家应该促进包容还是纵容排斥；它是否应该让所有人都有平等的机会？”,sent_2,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？”,"""Is"" or not ""is""？ 问国是否是包容或排除的国家，是每个人都有平等机会的国家？",sent_1,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,"""Is a 和平的国家 one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",She say: “一个和平的国家应该 promote 包容 or 纵容 排斥; 它是不是应该让 everyone 都享有 equal 的机会?”,sent_2,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,"She say: ""One peaceful country should promote lah, not just tolerate leh, or discriminate leh; whether it should let everyone enjoy equal chance ah?""",She say: “一个和平的国家应该 promote 包容 or 纵容 排斥; 它是不是应该让 everyone 都享有 equal 的机会?”,sent_2,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,"She say, ""One peaceful country lah, should promote lah, or tolerate lah, discriminate leh? It should let everyone, including all, enjoy equal chance ah? ""","""一个和平的国家是促进包容还是排斥的？是一个每个人都有平等机会的地方吗？"" 她说。",sent_2,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,"""Is a 和平的国家 one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.","She say: ""One ah, peaceful country should promote ah, tolerate lah, or discriminate leh; it or not should let everyone enjoy equal chance ah?""",sent_1,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？”,"""一个和平的国家是促进包容还是排斥的？是一个每个人都有平等机会的地方吗？"" 她说。",sent_1,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,"""Is a 和平的国家 one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.","""一个和平的国家是 promote inclusion 还是 exclusion 呢; 是一个每个人都有 equal opportunities 的国家吗?""她说。",sent_1,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,国家和平是不是要包容或排斥？是不是每个人都有平等的机会？,"""一个和平的国家是 promote inclusion 还是 exclusion 呢; 是一个每个人都有 equal opportunities 的国家吗?""她说。",sent_2,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,"""Is a 和平的国家 one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.","She say: ""One peaceful country should promote lah, not just tolerate leh, or discriminate leh; whether it should let everyone enjoy equal chance ah?""",sent_1,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,"She say, ""One peaceful country lah, should promote lah, or tolerate lah, discriminate leh? It should let everyone, including all, enjoy equal chance ah? ""","""Is a 和平的国家 one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",sent_2,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,"""Is a 和平的国家 one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.","La la, peaceful country lor, one promote inclusion or exclusion ah, whether everyone equal chance lor.",sent_1,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？”,"""一个和平的国家是 promote inclusion 还是 exclusion 呢; 是一个每个人都有 equal opportunities 的国家吗?""她说。",sent_2,English-Chinese
